Area;Zona;Sottoarea;Latitudine;Longitudine;Data;Vendite.previste;Vendite.previste.approssimate;Mean.Absolute.Error;Root.Mean.Squared.Error;Mean.Squared.Error;Mean.Absolute.Percentage.Error
;;;;;24/05/2016;7,977;8;0,5886;0,8239;0,6787;11,2466
;;;;;25/05/2016;8,4912;8;0,5894;0,8246;0,68;11,2653
;;;;;26/05/2016;8,2861;8;0,5846;0,8146;0,6635;11,2653
;;;;;27/05/2016;8,912;9;0,5846;0,815;0,6642;11,2737
;;;;;28/05/2016;1,8523;2;0,5844;0,8153;0,6646;11,2841
;;;;;29/05/2016;0,2935;0;0,5834;0,8145;0,6635;11,2865
Area_14;Zona_6;Sottoarea_106;43,99437259;12,39047588;20/05/2016;9,0157;9;0,6068;0,8763;0,7678;11,8226
;;;;;21/05/2016;2,7582;3;0,6048;0,8741;0,7641;11,8226
;;;;;22/05/2016;0,7945;1;0,604;0,8739;0,7637;11,8175
;;;;;23/05/2016;8,9441;9;0,6041;0,8744;0,7646;11,8175
;;;;;24/05/2016;8,5061;9;0,6051;0,8753;0,7661;11,8175
;;;;;25/05/2016;8,6327;9;0,6039;0,8745;0,7648;11,7534
;;;;;26/05/2016;8,9966;9;0,6002;0,8685;0,7543;11,7534
;;;;;27/05/2016;9,4523;9;0,6006;0,8692;0,7555;11,7569
;;;;;28/05/2016;3,8285;4;0,6007;0,8697;0,7563;11,7578
;;;;;29/05/2016;0,313;0;0,5981;0,8664;0,7507;11,7454
Area_14;Zona_6;Sottoarea_107;44,12315426;12,00363524;20/05/2016;2,3926;2;0,2546;0,3508;0,1231;13,2633
;;;;;21/05/2016;0,7017;1;0,2538;0,3499;0,1225;13,2633
;;;;;22/05/2016;0,0588;0;0,2539;0,3502;0,1226;13,2482
;;;;;23/05/2016;2,6392;3;0,254;0,3504;0,1228;13,2482
;;;;;24/05/2016;2,3043;2;0,2546;0,3508;0,123;13,2482
;;;;;25/05/2016;2,6302;3;0,2549;0,3511;0,1233;13,2728
;;;;;26/05/2016;2,2466;2;0,2537;0,3494;0,1221;13,2728
;;;;;27/05/2016;2,6025;3;0,2538;0,3496;0,1222;13,2782
;;;;;28/05/2016;0,75;1;0,2541;0,35;0,1225;13,3024
;;;;;29/05/2016;0,0762;0;0,2534;0,3492;0,1219;13,2822
Area_48;Zona_18;Sottoarea_108;41,92035088;12,46358613;20/05/2016;4,3067;4;0,3949;0,5482;0,3005;11,2884
;;;;;21/05/2016;1,5277;2;0,3922;0,5433;0,2951;10,915
;;;;;22/05/2016;0,0562;0;0,3919;0,5433;0,2951;10,9149
;;;;;23/05/2016;4,002;4;0,3918;0,5435;0,2954;10,8459
;;;;;24/05/2016;4,7053;5;0,392;0,5439;0,2958;10,8459
;;;;;25/05/2016;6,6009;7;0,3925;0,5444;0,2963;10,8619
;;;;;26/05/2016;4,6331;5;0,3898;0,5394;0,2909;10,8619
;;;;;27/05/2016;5,038;5;0,3898;0,5396;0,2912;10,8641
;;;;;28/05/2016;0,7334;1;0,3898;0,5399;0,2914;10,8757
;;;;;29/05/2016;0,1098;0;0,389;0,5393;0,2908;10,8402
Area_48;Zona_18;Sottoarea_109;41,8999525;12,4555524;20/05/2016;7,2652;7;0,5857;0,8263;0,6827;12,1081
;;;;;21/05/2016;1,9702;2;0,5793;0,8093;0,6549;11,2976
;;;;;22/05/2016;0,1375;0;0,5795;0,8098;0,6558;11,3097
;;;;;23/05/2016;8,2126;8;0,5795;0,8102;0,6564;11,2051
;;;;;24/05/2016;7,0768;7;0,58;0,8109;0,6575;11,2051
;;;;;25/05/2016;8,3204;8;0,579;0,8103;0,6566;11,1837
;;;;;26/05/2016;6,1384;6;0,5737;0,798;0,6368;11,1837
;;;;;27/05/2016;7,3644;7;0,5738;0,7985;0,6375;11,1915
;;;;;28/05/2016;1,4466;1;0,5744;0,7992;0,6387;11,2111
;;;;;29/05/2016;0,0967;0;0,5746;0,7997;0,6395;11,22
Area_68;Zona_22;Sottoarea_11;45,51633745;7,58600771;20/05/2016;5,0593;5;0,4313;0,7811;0,6101;11,1546
;;;;;21/05/2016;1,2056;1;0,4287;0,7781;0,6055;11,1546
;;;;;22/05/2016;0,063;0;0,4295;0,7789;0,6067;11,1754
;;;;;23/05/2016;6,2191;6;0,4293;0,7793;0,6074;11,1754
;;;;;24/05/2016;5,2692;5;0,4296;0,78;0,6084;11,1754
;;;;;25/05/2016;6,0043;6;0,4303;0,7808;0,6096;11,196
;;;;;26/05/2016;5,3815;5;0,4281;0,7785;0,6061;11,196
;;;;;27/05/2016;5,5119;6;0,4287;0,7793;0,6073;11,2183
;;;;;28/05/2016;1,2757;1;0,4286;0,7798;0,608;11,2248
;;;;;29/05/2016;0,0435;0;0,4278;0,7796;0,6078;11,2227
Area_49;Zona_18;Sottoarea_110;41,96836967;12,54929089;20/05/2016;3,2235;3;0,2885;0,3903;0,1523;11,1476
;;;;;21/05/2016;1,1181;1;0,2873;0,3888;0,1512;10,9709
;;;;;22/05/2016;0,0033;0;0,2876;0,3891;0,1514;10,9848
;;;;;23/05/2016;3,5733;4;0,2874;0,3891;0,1514;10,9848
;;;;;24/05/2016;3,2817;3;0,2872;0,3891;0,1514;10,9848
;;;;;25/05/2016;3,6271;4;0,2877;0,3895;0,1517;11,0075
;;;;;26/05/2016;2,3642;2;0,2855;0,3851;0,1483;11,0075
;;;;;27/05/2016;3,0422;3;0,2858;0,3854;0,1485;11,0233
;;;;;28/05/2016;0,9165;1;0,2858;0,3856;0,1487;11,0332
;;;;;29/05/2016;0,0033;0;0,2858;0,3858;0,1488;11,0422
Area_49;Zona_18;Sottoarea_111;41,84841183;12,60894846;20/05/2016;12,4349;12;0,7539;1,09;1,1882;13,8862
;;;;;21/05/2016;4,8367;5;0,7484;1,0799;1,1661;13,1899
;;;;;22/05/2016;0,46;0;0,7489;1,0807;1,1679;13,2065
;;;;;23/05/2016;8,8759;9;0,7493;1,0815;1,1696;13,1756
;;;;;24/05/2016;11,7458;12;0,7494;1,0821;1,171;13,1756
;;;;;25/05/2016;13,068;13;0,7494;1,0827;1,1721;13,1851
;;;;;26/05/2016;9,8012;10;0,7427;1,0682;1,141;13,1851
;;;;;27/05/2016;11,8512;12;0,7424;1,0686;1,1418;13,1927
;;;;;28/05/2016;2,9462;3;0,7405;1,0669;1,1384;13,1981
;;;;;29/05/2016;0,3028;0;0,7396;1,0667;1,1378;13,1981
Area_50;Zona_18;Sottoarea_112;41,913501;12,50350144;20/05/2016;5,5788;6;0,4405;0,6033;0,364;12,5069
;;;;;21/05/2016;1,3935;1;0,4384;0,6003;0,3603;12,1951
;;;;;22/05/2016;0,0267;0;0,439;0,6008;0,361;12,214
;;;;;23/05/2016;4,2875;4;0,4393;0,6013;0,3616;12,183
;;;;;24/05/2016;6,2756;6;0,4399;0,6019;0,3622;12,183
;;;;;25/05/2016;6,0841;6;0,4388;0,6009;0,3611;12,1369
;;;;;26/05/2016;4,7811;5;0,4366;0,5974;0,3569;12,1369
;;;;;27/05/2016;5,1196;5;0,4371;0,5979;0,3575;12,1573
;;;;;28/05/2016;0,9867;1;0,4374;0,5984;0,3581;12,1724
;;;;;29/05/2016;0,0066;0;0,4381;0,599;0,3588;12,1956
Area_50;Zona_18;Sottoarea_113;41,8880308;12,5376749;20/05/2016;9,1867;9;0,7019;1,0069;1,0138;13,2662
;;;;;21/05/2016;2,4998;2;0,6941;0,9867;0,9736;12,2987
;;;;;22/05/2016;0,0633;0;0,6917;0,9841;0,9685;12,2882
;;;;;23/05/2016;8,9256;9;0,6913;0,9842;0,9687;12,1164
;;;;;24/05/2016;8,737;9;0,6924;0,9852;0,9706;12,1164
;;;;;25/05/2016;9,833;10;0,6915;0,9849;0,9699;12,0803
;;;;;26/05/2016;7,6598;8;0,686;0,9737;0,9481;12,0803
;;;;;27/05/2016;8,4279;8;0,6869;0,9746;0,9499;12,1002
;;;;;28/05/2016;1,6275;2;0,6877;0,9755;0,9517;12,1223
;;;;;29/05/2016;0,0765;0;0,6883;0,9763;0,9533;12,1392
Area_51;Zona_18;Sottoarea_114;41,79143088;12,38713285;20/05/2016;12,2607;12;0,9675;1,3746;1,8895;15,7241
;;;;;21/05/2016;3,6903;4;0,959;1,3562;1,8394;15,1986
;;;;;22/05/2016;0,5938;1;0,9605;1,3576;1,8429;15,227
;;;;;23/05/2016;14,9933;15;0,9598;1,3577;1,8433;14,9809
;;;;;24/05/2016;12,9266;13;0,9601;1,3585;1,8456;14,9809
;;;;;25/05/2016;14,2886;14;0,9608;1,3596;1,8485;15,0021
;;;;;26/05/2016;11,591;12;0,9525;1,3417;1,8001;15,0021
;;;;;27/05/2016;12,2673;12;0,9532;1,3427;1,8029;15,0233
;;;;;28/05/2016;2,6703;3;0,954;1,3439;1,806;15,048
;;;;;29/05/2016;0,2171;0;0,9525;1,343;1,8038;15,0397
Area_51;Zona_18;Sottoarea_115;41,83022;12,49413;20/05/2016;0,7987;1;0,0883;0,1583;0,025;6,8739
;;;;;21/05/2016;0,0117;0;0,0874;0,1567;0,0246;6,8739
;;;;;22/05/2016;0;0;0,0864;0,1545;0,0239;6,7941
;;;;;23/05/2016;0,7018;1;0,0864;0,1546;0,0239;6,7941
;;;;;24/05/2016;0,9803;1;0,0866;0,1547;0,0239;6,7941
;;;;;25/05/2016;0,6252;1;0,0863;0,1545;0,0239;6,7941
;;;;;26/05/2016;0,1774;0;0,0858;0,154;0,0237;6,7941
;;;;;27/05/2016;0,6754;1;0,0858;0,1541;0,0238;6,7876
;;;;;28/05/2016;0;0;0,0851;0,1531;0,0234;6,7398
;;;;;29/05/2016;0;0;0,0853;0,1533;0,0235;6,7607
Area_52;Zona_19;Sottoarea_116;40,7345388;9,326377333;20/05/2016;4,281;4;0,3022;0,4252;0,1808;11,1602
;;;;;21/05/2016;1,0969;1;0,3001;0,4213;0,1775;11,1602
;;;;;22/05/2016;0,1232;0;0,3003;0,4216;0,1777;11,1639
;;;;;23/05/2016;4,1146;4;0,3002;0,4217;0,1778;11,1639
;;;;;24/05/2016;3,973;4;0,3007;0,4221;0,1782;11,1639
;;;;;25/05/2016;4,6974;5;0,3004;0,4221;0,1781;11,1368
;;;;;26/05/2016;3,8349;4;0,2993;0,4207;0,177;10,9578
;;;;;27/05/2016;4,2597;4;0,2996;0,4211;0,1773;10,9773
;;;;;28/05/2016;0,9783;1;0,2999;0,4215;0,1777;10,9909
;;;;;29/05/2016;0,1883;0;0,3005;0,4219;0,178;11,0157
Area_52;Zona_19;Sottoarea_117;39,98356954;9,160310634;20/05/2016;1,3326;1;0,0915;0,1551;0,024;7,3928
;;;;;21/05/2016;0,0956;0;0,091;0,1544;0,0238;7,3928
;;;;;22/05/2016;0,0067;0;0,0904;0,1535;0,0236;7,3928
;;;;;23/05/2016;0,2738;0;0,0905;0,1536;0,0236;7,3928
;;;;;24/05/2016;1,0033;1;0,0906;0,1538;0,0237;7,3928
;;;;;25/05/2016;1,0214;1;0,0908;0,1539;0,0237;7,4108
;;;;;26/05/2016;1,0566;1;0,0902;0,1532;0,0235;7,4108
;;;;;27/05/2016;1,448;1;0,0904;0,1534;0,0235;7,4272
;;;;;28/05/2016;0,045;0;0,0904;0,1535;0,0236;7,4223
;;;;;29/05/2016;0;0;0,0904;0,1536;0,0236;7,4236
Area_52;Zona_19;Sottoarea_118;40,6965492;8,542722617;20/05/2016;4,7149;5;0,3314;0,4533;0,2055;11,5344
;;;;;21/05/2016;0,9425;1;0,3293;0,4495;0,202;11,5344
;;;;;22/05/2016;0,2064;0;0,3287;0,4491;0,2017;11,42
;;;;;23/05/2016;2,9197;3;0,329;0,4495;0,202;11,4086
;;;;;24/05/2016;4,5963;5;0,3296;0,4499;0,2024;11,4086
;;;;;25/05/2016;4,4344;4;0,3299;0,4503;0,2028;11,4139
;;;;;26/05/2016;4,6733;5;0,3283;0,448;0,2007;11,4139
;;;;;27/05/2016;4,8007;5;0,3285;0,4483;0,201;11,4205
;;;;;28/05/2016;0,9866;1;0,3288;0,4487;0,2013;11,4367
;;;;;29/05/2016;0,2639;0;0,3295;0,4491;0,2017;11,4631
Area_53;Zona_19;Sottoarea_119;39,89445102;8,724187817;20/05/2016;0,9045;1;0,1053;0,1723;0,0297;8,3386
;;;;;21/05/2016;0,2243;0;0,1048;0,1718;0,0295;8,3386
;;;;;22/05/2016;0,0067;0;0,105;0,172;0,0296;8,36
;;;;;23/05/2016;0,6286;1;0,1051;0,1721;0,0296;8,36
;;;;;24/05/2016;1,0183;1;0,1053;0,1723;0,0297;8,36
;;;;;25/05/2016;1,5024;2;0,1053;0,1724;0,0297;8,3658
;;;;;26/05/2016;1,02;1;0,1048;0,1718;0,0295;8,3658
;;;;;27/05/2016;1,0057;1;0,105;0,172;0,0296;8,3904
;;;;;28/05/2016;0,1083;0;0,1051;0,1721;0,0296;8,3933
;;;;;29/05/2016;2,00E-04;0;0,1052;0,1723;0,0297;8,4031
Area_68;Zona_22;Sottoarea_12;45,18163759;7,806423795;20/05/2016;3,858;4;0,3633;0,5256;0,2762;11,8134
;;;;;21/05/2016;0,9326;1;0,3613;0,5227;0,2732;11,8134
;;;;;22/05/2016;0,04;0;0,3612;0,5229;0,2734;11,8082
;;;;;23/05/2016;3,7213;4;0,3617;0,5234;0,2739;11,8101
;;;;;24/05/2016;3,8183;4;0,3619;0,5237;0,2743;11,8101
;;;;;25/05/2016;3,5921;4;0,3619;0,5241;0,2746;11,7987
;;;;;26/05/2016;3,9905;4;0,3604;0,5222;0,2727;11,7987
;;;;;27/05/2016;3,9545;4;0,3593;0,5211;0,2715;11,7183
;;;;;28/05/2016;0,7624;1;0,3578;0,5192;0,2696;11,7085
;;;;;29/05/2016;0,07;0;0,3582;0,5197;0,2701;11,7265
Area_53;Zona_19;Sottoarea_120;39,3089657;8,963801333;20/05/2016;10,2702;10;0,6304;0,8656;0,7492;12,8843
;;;;;21/05/2016;2,2206;2;0,6246;0,8518;0,7255;12,8843
;;;;;22/05/2016;0,5402;1;0,6234;0,8509;0,7241;12,8606
;;;;;23/05/2016;6,7108;7;0,6231;0,851;0,7242;12,8012
;;;;;24/05/2016;9,6435;10;0,6241;0,8519;0,7257;12,8012
;;;;;25/05/2016;10,0873;10;0,6231;0,8512;0,7246;12,7683
;;;;;26/05/2016;8,6658;9;0,6185;0,842;0,7089;12,1644
;;;;;27/05/2016;9,2285;9;0,6185;0,8423;0,7095;12,1753
;;;;;28/05/2016;2,5159;3;0,6191;0,843;0,7107;12,1954
;;;;;29/05/2016;0,4898;0;0,6202;0,8439;0,7122;12,2202
Area_59;Zona_21;Sottoarea_121;37,85570108;12,72392368;20/05/2016;8,4258;8;0,7838;1,0966;1,2024;15,6548
;;;;;21/05/2016;3,0424;3;0,7791;1,0886;1,185;15,6548
;;;;;22/05/2016;0,7734;1;0,7797;1,0894;1,1869;15,6636
;;;;;23/05/2016;9,1224;9;0,7798;1,0901;1,1882;15,6197
;;;;;24/05/2016;9,3845;9;0,7799;1,0906;1,1894;15,6197
;;;;;25/05/2016;8,4851;8;0,7804;1,0914;1,1913;15,6368
;;;;;26/05/2016;7,2704;7;0,7778;1,0886;1,1851;15,2255
;;;;;27/05/2016;9,4848;9;0,7761;1,0873;1,1822;15,1421
;;;;;28/05/2016;2,3896;2;0,7775;1,0884;1,1845;15,1712
;;;;;29/05/2016;0,7034;1;0,7785;1,0894;1,1868;15,1957
Area_59;Zona_21;Sottoarea_122;38,12482906;13,16621494;20/05/2016;3,1983;3;0,3319;0,4343;0,1886;14,1463
;;;;;21/05/2016;0,9649;1;0,3301;0,4312;0,1859;14,1463
;;;;;22/05/2016;0,3097;0;0,3292;0,4303;0,1851;14,0013
;;;;;23/05/2016;2,7179;3;0,3295;0,4306;0,1854;13,9905
;;;;;24/05/2016;4,3416;4;0,33;0,431;0,1858;13,9905
;;;;;25/05/2016;3,8296;4;0,3303;0,4314;0,1861;14,0093
;;;;;26/05/2016;2,6566;3;0,3287;0,429;0,184;14,0093
;;;;;27/05/2016;4,0494;4;0,3283;0,4288;0,1838;13,9798
;;;;;28/05/2016;0,9559;1;0,3277;0,4283;0,1834;13,939
;;;;;29/05/2016;0,1708;0;0,327;0,4276;0,1828;13,8911
Area_62;Zona_23;Sottoarea_123;43,95156165;11,33715451;20/05/2016;4,4032;4;0,3224;0,448;0,2007;9,9148
;;;;;21/05/2016;1,104;1;0,32;0,4433;0,1965;9,9148
;;;;;22/05/2016;0,0599;0;0,3205;0,4437;0,1969;9,934
;;;;;23/05/2016;2,5655;3;0,3201;0,4435;0,1967;9,934
;;;;;24/05/2016;4,1247;4;0,3207;0,444;0,1971;9,934
;;;;;25/05/2016;4,1903;4;0,321;0,4444;0,1975;9,945
;;;;;26/05/2016;4,5633;5;0,3183;0,4385;0,1923;9,945
;;;;;27/05/2016;4,7931;5;0,3181;0,4385;0,1923;9,9433
;;;;;28/05/2016;1,3011;1;0,3173;0,4378;0,1917;9,9394
;;;;;29/05/2016;0,0367;0;0,3167;0,4374;0,1913;9,9388
Area_62;Zona_23;Sottoarea_124;43,72651923;11,35475385;20/05/2016;6,8524;7;0,4605;0,6448;0,4158;11,0032
;;;;;21/05/2016;2,4577;2;0,4561;0,6342;0,4022;11,0032
;;;;;22/05/2016;0,3588;0;0,4554;0,6338;0,4017;11,0016
;;;;;23/05/2016;6,0739;6;0,4562;0,6344;0,4025;11,0136
;;;;;24/05/2016;6,7008;7;0,4569;0,635;0,4033;11,0136
;;;;;25/05/2016;6,674;7;0,4577;0,6357;0,4041;11,0349
;;;;;26/05/2016;6,3435;6;0,454;0,628;0,3943;11,0349
;;;;;27/05/2016;7,2265;7;0,4535;0,6279;0,3942;11,0406
;;;;;28/05/2016;2,7833;3;0,454;0,6284;0,3949;11,0578
;;;;;29/05/2016;0,1467;0;0,4547;0,629;0,3957;11,0793
Area_63;Zona_23;Sottoarea_125;43,87888163;11,09766439;20/05/2016;8,1602;8;0,4681;0,6749;0,4555;10,6903
;;;;;21/05/2016;2,4099;2;0,4633;0,6634;0,4401;10,6903
;;;;;22/05/2016;0,9879;1;0,4621;0,6622;0,4386;10,6839
;;;;;23/05/2016;7,1048;7;0,4618;0,6623;0,4387;10,6839
;;;;;24/05/2016;7,6119;8;0,4623;0,6629;0,4395;10,6839
;;;;;25/05/2016;7,5031;8;0,4632;0,6636;0,4403;10,7063
;;;;;26/05/2016;6,9489;7;0,4591;0,655;0,429;10,7063
;;;;;27/05/2016;8,2941;8;0,4595;0,6556;0,4298;10,7225
;;;;;28/05/2016;2,6749;3;0,4588;0,6551;0,4292;10,7231
;;;;;29/05/2016;0,9366;1;0,4583;0,6551;0,4291;10,7248
Area_63;Zona_23;Sottoarea_126;43,95093805;10,85626816;20/05/2016;5,5836;6;0,414;0,58;0,3363;10,8542
;;;;;21/05/2016;1,211;1;0,4117;0,5762;0,332;10,8542
;;;;;22/05/2016;0,14;0;0,4124;0,5768;0,3327;10,8767
;;;;;23/05/2016;3,9864;4;0,4126;0,5772;0,3331;10,8767
;;;;;24/05/2016;5,4282;5;0,4134;0,5777;0,3338;10,8767
;;;;;25/05/2016;5,6806;6;0,4136;0,5781;0,3342;10,8812
;;;;;26/05/2016;4,7571;5;0,4105;0,5722;0,3274;10,8812
;;;;;27/05/2016;5,5864;6;0,4108;0,5727;0,328;10,8962
;;;;;28/05/2016;2,0828;2;0,4107;0,5728;0,3281;10,9051
;;;;;29/05/2016;0,0732;0;0,4112;0,5734;0,3288;10,9232
Area_64;Zona_23;Sottoarea_127;43,47084308;11,68382054;20/05/2016;7,9399;8;0,4926;0,6896;0,4755;10,3222
;;;;;21/05/2016;2,3018;2;0,4887;0,6815;0,4644;10,3222
;;;;;22/05/2016;0,3365;0;0,4882;0,6813;0,4642;10,3213
;;;;;23/05/2016;8,3922;8;0,4879;0,6814;0,4644;10,3213
;;;;;24/05/2016;7,0682;7;0,4887;0,6821;0,4653;10,3213
;;;;;25/05/2016;6,885;7;0,4878;0,6816;0,4645;10,2942
;;;;;26/05/2016;7,0809;7;0,4837;0,6726;0,4524;10,2942
;;;;;27/05/2016;8,0003;8;0,4842;0,6732;0,4532;10,31
;;;;;28/05/2016;1,9195;2;0,4836;0,673;0,4529;10,3157
;;;;;29/05/2016;0,3867;0;0,4845;0,6736;0,4538;10,3363
Area_64;Zona_23;Sottoarea_128;43,09173799;11,5484396;20/05/2016;1,88;2;0,1667;0,2198;0,0483;13,6057
;;;;;21/05/2016;0,5767;1;0,1662;0,2193;0,0481;13,6057
;;;;;22/05/2016;0,0533;0;0,1663;0,2194;0,0481;13,6076
;;;;;23/05/2016;1,4097;1;0,1664;0,2196;0,0482;13,6076
;;;;;24/05/2016;1,6215;2;0,1668;0,2198;0,0483;13,6076
;;;;;25/05/2016;1,2269;1;0,167;0,22;0,0484;13,6308
;;;;;26/05/2016;1,7866;2;0,1662;0,2188;0,0479;13,6308
;;;;;27/05/2016;1,7508;2;0,166;0,2188;0,0479;13,633
;;;;;28/05/2016;0,4766;0;0,1661;0,2189;0,0479;13,6393
;;;;;29/05/2016;0,0467;0;0,1664;0,2191;0,048;13,6738
Area_65;Zona_24;Sottoarea_129;43,57268863;10,5132641;20/05/2016;8,4812;8;0,6636;0,9481;0,8989;11,7746
;;;;;21/05/2016;2,0161;2;0,6556;0,9256;0,8568;11,7746
;;;;;22/05/2016;0,1367;0;0,6556;0,9261;0,8576;11,7846
;;;;;23/05/2016;9,7875;10;0,6555;0,9265;0,8584;11,7808
