"Area_14.Prodotto_1.Zona","Area_14.Prodotto_1.Area","Area_14.Prodotto_1.Sottoarea","Area_14.Prodotto_1.Latitudine","Area_14.Prodotto_1.Longitudine","Area_14.Prodotto_1.Categoria_prodotto","Area_14.Prodotto_1.Data","Area_14.Prodotto_1.Day","Area_14.Prodotto_1.Season","Area_14.Prodotto_1.Vendite"
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-07","venerdì","inverno",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-08","sabato","inverno",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-09","festivo","inverno",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-10","lunedì","inverno",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-11","martedì","inverno",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-12","mercoledì","inverno",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-13","giovedì","inverno",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-14","venerdì","inverno",4
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-15","sabato","inverno",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-16","festivo","inverno",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-17","lunedì","inverno",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-18","martedì","inverno",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-19","mercoledì","inverno",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-20","giovedì","inverno",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-21","venerdì","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-22","sabato","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-23","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-24","lunedì","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-25","martedì","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-26","mercoledì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-27","giovedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-28","venerdì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-29","sabato","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-30","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-03-31","lunedì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-01","martedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-02","mercoledì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-03","giovedì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-04","venerdì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-05","sabato","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-06","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-07","lunedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-08","martedì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-09","mercoledì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-10","giovedì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-11","venerdì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-12","sabato","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-13","festivo","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-14","lunedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-15","martedì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-16","mercoledì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-17","giovedì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-18","venerdì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-19","sabato","primavera",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-20","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-21","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-22","martedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-23","mercoledì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-24","giovedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-25","festivo","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-26","sabato","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-27","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-28","lunedì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-29","martedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-04-30","mercoledì","primavera",10
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-01","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-02","venerdì","primavera",3
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-03","sabato","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-04","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-05","lunedì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-06","martedì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-07","mercoledì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-08","giovedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-09","venerdì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-10","sabato","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-11","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-12","lunedì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-13","martedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-14","mercoledì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-15","giovedì","primavera",10
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-16","venerdì","primavera",10
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-17","sabato","primavera",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-18","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-19","lunedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-20","martedì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-21","mercoledì","primavera",10
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-22","giovedì","primavera",11
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-23","venerdì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-24","sabato","primavera",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-25","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-26","lunedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-27","martedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-28","mercoledì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-29","giovedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-30","venerdì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-05-31","sabato","primavera",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-01","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-02","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-03","martedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-04","mercoledì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-05","giovedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-06","venerdì","primavera",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-07","sabato","primavera",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-08","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-09","lunedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-10","martedì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-11","mercoledì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-12","giovedì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-13","venerdì","primavera",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-14","sabato","primavera",3
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-15","festivo","primavera",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-16","lunedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-17","martedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-18","mercoledì","primavera",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-19","giovedì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-20","venerdì","primavera",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-21","sabato","estate",3
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-22","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-23","lunedì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-24","martedì","estate",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-25","mercoledì","estate",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-26","giovedì","estate",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-27","venerdì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-28","sabato","estate",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-29","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-06-30","lunedì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-01","martedì","estate",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-02","mercoledì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-03","giovedì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-04","venerdì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-05","sabato","estate",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-06","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-07","lunedì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-08","martedì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-09","mercoledì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-10","giovedì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-11","venerdì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-12","sabato","estate",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-13","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-14","lunedì","estate",9
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-15","martedì","estate",8
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-16","mercoledì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-17","giovedì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-18","venerdì","estate",5
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-19","sabato","estate",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-20","festivo","estate",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-21","lunedì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-22","martedì","estate",5
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-23","mercoledì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-24","giovedì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-25","venerdì","estate",5
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-26","sabato","estate",3
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-27","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-28","lunedì","estate",5
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-29","martedì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-30","mercoledì","estate",5
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-07-31","giovedì","estate",4
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-01","venerdì","estate",4
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-02","sabato","estate",1
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-03","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-04","lunedì","estate",3
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-05","martedì","estate",5
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-06","mercoledì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-07","giovedì","estate",7
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-08","venerdì","estate",6
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-09","sabato","estate",2
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-10","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-11","lunedì","estate",4
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-12","martedì","estate",4
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-13","mercoledì","estate",5
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-14","giovedì","estate",4
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-15","festivo","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-16","sabato","estate",0
"Zona_6","Area_14","Sottoarea_106",43.99437259,12.39047588,"Prodotto_1","2014-08-17","festivo","estate",0
