"Sottoarea_144.Prodotto_1.Zona","Sottoarea_144.Prodotto_1.Zona_Number","Sottoarea_144.Prodotto_1.Area","Sottoarea_144.Prodotto_1.Area_Number","Sottoarea_144.Prodotto_1.Sottoarea","Sottoarea_144.Prodotto_1.Sottoarea_Number","Sottoarea_144.Prodotto_1.Latitudine","Sottoarea_144.Prodotto_1.Longitudine","Sottoarea_144.Prodotto_1.Categoria_prodotto","Sottoarea_144.Prodotto_1.Categoria_prodotto_Number","Sottoarea_144.Prodotto_1.Data","Sottoarea_144.Prodotto_1.Year","Sottoarea_144.Prodotto_1.Month","Sottoarea_144.Prodotto_1.Day_Number","Sottoarea_144.Prodotto_1.Day","Sottoarea_144.Prodotto_1.Weekend","Sottoarea_144.Prodotto_1.Holiday","Sottoarea_144.Prodotto_1.Season","Sottoarea_144.Prodotto_1.Vendite"
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-01-27","2014","gennaio",27,"lunedì",0,0,"inverno",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-01-28","2014","gennaio",28,"martedì",0,0,"inverno",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-01-29","2014","gennaio",29,"mercoledì",0,0,"inverno",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-01-30","2014","gennaio",30,"giovedì",0,0,"inverno",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-01-31","2014","gennaio",31,"venerdì",0,0,"inverno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-01","2014","febbraio",1,"sabato",1,0,"inverno",2
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-02","2014","febbraio",2,"domenica",1,0,"inverno",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-03","2014","febbraio",3,"lunedì",0,0,"inverno",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-04","2014","febbraio",4,"martedì",0,0,"inverno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-05","2014","febbraio",5,"mercoledì",0,0,"inverno",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-06","2014","febbraio",6,"giovedì",0,0,"inverno",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-07","2014","febbraio",7,"venerdì",0,0,"inverno",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-08","2014","febbraio",8,"sabato",1,0,"inverno",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-09","2014","febbraio",9,"domenica",1,0,"inverno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-10","2014","febbraio",10,"lunedì",0,0,"inverno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-11","2014","febbraio",11,"martedì",0,0,"inverno",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-12","2014","febbraio",12,"mercoledì",0,0,"inverno",17
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-13","2014","febbraio",13,"giovedì",0,0,"inverno",17
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-14","2014","febbraio",14,"venerdì",0,0,"inverno",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-15","2014","febbraio",15,"sabato",1,0,"inverno",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-16","2014","febbraio",16,"domenica",1,0,"inverno",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-17","2014","febbraio",17,"lunedì",0,0,"inverno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-18","2014","febbraio",18,"martedì",0,0,"inverno",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-19","2014","febbraio",19,"mercoledì",0,0,"inverno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-20","2014","febbraio",20,"giovedì",0,0,"inverno",17
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-21","2014","febbraio",21,"venerdì",0,0,"inverno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-22","2014","febbraio",22,"sabato",1,0,"inverno",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-23","2014","febbraio",23,"domenica",1,0,"inverno",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-24","2014","febbraio",24,"lunedì",0,0,"inverno",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-25","2014","febbraio",25,"martedì",0,0,"inverno",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-26","2014","febbraio",26,"mercoledì",0,0,"inverno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-27","2014","febbraio",27,"giovedì",0,0,"inverno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-02-28","2014","febbraio",28,"venerdì",0,0,"inverno",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-01","2014","marzo",1,"sabato",1,0,"inverno",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-02","2014","marzo",2,"domenica",1,0,"inverno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-03","2014","marzo",3,"lunedì",0,0,"inverno",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-04","2014","marzo",4,"martedì",0,0,"inverno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-05","2014","marzo",5,"mercoledì",0,0,"inverno",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-06","2014","marzo",6,"giovedì",0,0,"inverno",17
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-07","2014","marzo",7,"venerdì",0,0,"inverno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-08","2014","marzo",8,"sabato",1,0,"inverno",4
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-09","2014","marzo",9,"domenica",1,0,"inverno",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-10","2014","marzo",10,"lunedì",0,0,"inverno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-11","2014","marzo",11,"martedì",0,0,"inverno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-12","2014","marzo",12,"mercoledì",0,0,"inverno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-13","2014","marzo",13,"giovedì",0,0,"inverno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-14","2014","marzo",14,"venerdì",0,0,"inverno",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-15","2014","marzo",15,"sabato",1,0,"inverno",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-16","2014","marzo",16,"domenica",1,0,"inverno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-17","2014","marzo",17,"lunedì",0,0,"inverno",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-18","2014","marzo",18,"martedì",0,0,"inverno",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-19","2014","marzo",19,"mercoledì",0,0,"inverno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-20","2014","marzo",20,"giovedì",0,0,"inverno",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-21","2014","marzo",21,"venerdì",0,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-22","2014","marzo",22,"sabato",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-23","2014","marzo",23,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-24","2014","marzo",24,"lunedì",0,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-25","2014","marzo",25,"martedì",0,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-26","2014","marzo",26,"mercoledì",0,0,"primavera",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-27","2014","marzo",27,"giovedì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-28","2014","marzo",28,"venerdì",0,0,"primavera",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-29","2014","marzo",29,"sabato",1,0,"primavera",6
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-30","2014","marzo",30,"domenica",1,0,"primavera",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-03-31","2014","marzo",31,"lunedì",0,0,"primavera",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-01","2014","aprile",1,"martedì",0,0,"primavera",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-02","2014","aprile",2,"mercoledì",0,0,"primavera",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-03","2014","aprile",3,"giovedì",0,0,"primavera",14
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-04","2014","aprile",4,"venerdì",0,0,"primavera",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-05","2014","aprile",5,"sabato",1,0,"primavera",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-06","2014","aprile",6,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-07","2014","aprile",7,"lunedì",0,0,"primavera",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-08","2014","aprile",8,"martedì",0,0,"primavera",16
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-09","2014","aprile",9,"mercoledì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-10","2014","aprile",10,"giovedì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-11","2014","aprile",11,"venerdì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-12","2014","aprile",12,"sabato",1,0,"primavera",4
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-13","2014","aprile",13,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-14","2014","aprile",14,"lunedì",0,0,"primavera",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-15","2014","aprile",15,"martedì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-16","2014","aprile",16,"mercoledì",0,0,"primavera",15
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-17","2014","aprile",17,"giovedì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-18","2014","aprile",18,"venerdì",0,0,"primavera",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-19","2014","aprile",19,"sabato",1,0,"primavera",5
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-20","2014","aprile",20,"domenica",1,1,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-21","2014","aprile",21,"lunedì",0,1,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-22","2014","aprile",22,"martedì",0,0,"primavera",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-23","2014","aprile",23,"mercoledì",0,0,"primavera",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-24","2014","aprile",24,"giovedì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-25","2014","aprile",25,"venerdì",0,1,"primavera",2
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-26","2014","aprile",26,"sabato",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-27","2014","aprile",27,"domenica",1,0,"primavera",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-28","2014","aprile",28,"lunedì",0,0,"primavera",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-29","2014","aprile",29,"martedì",0,0,"primavera",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-04-30","2014","aprile",30,"mercoledì",0,0,"primavera",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-01","2014","maggio",1,"giovedì",0,1,"primavera",3
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-02","2014","maggio",2,"venerdì",0,0,"primavera",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-03","2014","maggio",3,"sabato",1,0,"primavera",1
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-04","2014","maggio",4,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-05","2014","maggio",5,"lunedì",0,0,"primavera",9
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-06","2014","maggio",6,"martedì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-07","2014","maggio",7,"mercoledì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-08","2014","maggio",8,"giovedì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-09","2014","maggio",9,"venerdì",0,0,"primavera",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-10","2014","maggio",10,"sabato",1,0,"primavera",4
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-11","2014","maggio",11,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-12","2014","maggio",12,"lunedì",0,0,"primavera",8
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-13","2014","maggio",13,"martedì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-14","2014","maggio",14,"mercoledì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-15","2014","maggio",15,"giovedì",0,0,"primavera",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-16","2014","maggio",16,"venerdì",0,0,"primavera",13
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-17","2014","maggio",17,"sabato",1,0,"primavera",2
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-18","2014","maggio",18,"domenica",1,0,"primavera",0
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-19","2014","maggio",19,"lunedì",0,0,"primavera",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-20","2014","maggio",20,"martedì",0,0,"primavera",11
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-21","2014","maggio",21,"mercoledì",0,0,"primavera",7
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-22","2014","maggio",22,"giovedì",0,0,"primavera",12
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-23","2014","maggio",23,"venerdì",0,0,"primavera",10
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-24","2014","maggio",24,"sabato",1,0,"primavera",3
"Zona_25",25,"Area_61",61,"Sottoarea_144",144,45.4211233694268,11.0269679299363,"Prodotto_1",1,"2014-05-25","2014","maggio",25,"domenica",1,0,"primavera",0
